0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504493086977780614e-01
4.000000000000000083e-02, 2.013479260933341564e-01
5.000000000000000278e-02, 2.526958214739341568e-01
5.999999999999999778e-02, 3.044929638522894111e-01
7.000000000000000666e-02, 3.567393219687031714e-01
8.000000000000000167e-02, 4.094348642911460057e-01
8.999999999999999667e-02, 4.625795590153322090e-01
1.000000000000000056e-01, 5.161682077704419225e-01
1.100000000000000006e-01, 5.701921361206451211e-01
1.199999999999999956e-01, 6.246429111646175647e-01
1.300000000000000044e-01, 6.795123958070259373e-01
1.400000000000000133e-01, 7.347927335326110976e-01
1.499999999999999944e-01, 7.904763331139550431e-01
1.600000000000000033e-01, 8.465558544466060820e-01
1.700000000000000122e-01, 9.030241954265761928e-01
1.799999999999999933e-01, 9.598744797736423751e-01
1.900000000000000022e-01, 1.017100045714285361e+00
2.000000000000000111e-01, 1.074694435447520302e+00
2.099999999999999922e-01, 1.132651385325112781e+00
2.200000000000000011e-01, 1.190964816684875416e+00
2.300000000000000100e-01, 1.249628827282071919e+00
2.399999999999999911e-01, 1.308637683269518126e+00
2.500000000000000000e-01, 1.367985811681881270e+00
2.600000000000000089e-01, 1.427667793384025607e+00
2.700000000000000178e-01, 1.487678356447097672e+00
2.800000000000000266e-01, 1.548012369919467890e+00
2.899999999999999800e-01, 1.608664837962688887e+00
2.999999999999999889e-01, 1.669630894325348835e+00
3.099999999999999978e-01, 1.730905797130125379e+00
3.200000000000000067e-01, 1.792484923951521258e+00
3.300000000000000155e-01, 1.854363767163715204e+00
3.400000000000000244e-01, 1.916537929539716023e+00
3.500000000000000333e-01, 1.979003120084587231e+00
3.599999999999999867e-01, 2.041755150086936421e+00
3.699999999999999956e-01, 2.104789929374149882e+00
3.800000000000000044e-01, 2.168103462758019795e+00
3.900000000000000133e-01, 2.231691846658465650e+00
4.000000000000000222e-01, 2.295551265894012705e+00
4.100000000000000311e-01, 2.359677990628561428e+00
4.199999999999999845e-01, 2.424068373464770332e+00
4.299999999999999933e-01, 2.488718846675108232e+00
4.400000000000000022e-01, 2.553625919562279023e+00
4.500000000000000111e-01, 2.618786175941336225e+00
4.600000000000000200e-01, 2.684196271736350337e+00
4.700000000000000289e-01, 2.749852932684998752e+00
4.799999999999999822e-01, 2.815752952144911170e+00
4.899999999999999911e-01, 2.881893188996034638e+00
5.000000000000000000e-01, 2.948270565633663853e+00
5.100000000000000089e-01, 3.014882066047150921e+00
5.200000000000000178e-01, 3.081724733979639197e+00
5.300000000000000266e-01, 3.148795671164467791e+00
5.400000000000000355e-01, 3.216092035634180224e+00
5.500000000000000444e-01, 3.283611040098330047e+00
5.600000000000000533e-01, 3.351349950386517396e+00
5.700000000000000622e-01, 3.419306083953316033e+00
5.799999999999999600e-01, 3.487476808441953846e+00
5.899999999999999689e-01, 3.555859540303806465e+00
5.999999999999999778e-01, 3.624451743470936904e+00
6.099999999999999867e-01, 3.693250928079086837e+00
6.199999999999999956e-01, 3.762254649238669035e+00
6.300000000000000044e-01, 3.831460505851467246e+00
6.400000000000000133e-01, 3.900866139470869243e+00
6.500000000000000222e-01, 3.970469233203593351e+00
6.600000000000000311e-01, 4.040267510650981109e+00
6.700000000000000400e-01, 4.110258734888035725e+00
6.800000000000000488e-01, 4.180440707478493501e+00
6.900000000000000577e-01, 4.250811267524297499e+00
7.000000000000000666e-01, 4.321368290747948038e+00
7.099999999999999645e-01, 4.392109688606272933e+00
